商品代碼,商品名稱,時間,成交價,漲跌,單量,開盤價,最高價,最低價,成交量,買價,賣價,理論價,漲停價,跌停價,資料更新日期,買價1,買價2,買價3,買價4,買價5,賣價1,賣價2,賣價3,賣價4,賣價5,委買量1,委買量2,委買量3,委買量4,委買量5,委賣量1,委賣量2,委賣量3,委賣量4,委賣量5
TXFH8,台指期08,33042,10924,-15,5,10948,10967,10918,22587,10924,10925,11042.51,12032,9846,20180730,10924,10923,10922,10921,10920,10925,10926,10927,10928,10929,6,13,7,28,35,2,12,8,24,13
TXFH8,台指期08,33044,10924,-15,1,10948,10967,10918,22588,10923,10925,11042.51,12032,9846,20180730,10923,10922,10921,10920,10919,10925,10926,10927,10928,10929,13,7,28,34,20,10,13,8,24,13
TXFH8,台指期08,33048,10925,-14,1,10948,10967,10918,22590,10925,10926,11042.51,12032,9846,20180730,10925,10924,10923,10922,10921,10926,10927,10928,10929,10930,1,8,13,7,28,13,8,23,13,12
TXFH8,台指期08,33051,10925,-14,1,10948,10967,10918,22591,10924,10925,11042.51,12032,9846,20180730,10924,10923,10922,10921,10920,10925,10926,10927,10928,10929,2,13,7,30,34,7,14,8,21,13
TXFH8,台指期08,33055,10924,-15,1,10948,10967,10918,22592,10923,10925,11042.51,12032,9846,20180730,10923,10922,10921,10920,10919,10925,10926,10927,10928,10929,13,7,30,34,20,12,13,8,21,13
TXFH8,台指期08,33104,10924,-15,1,10948,10967,10918,22593,10923,10925,11042.51,12032,9846,20180730,10923,10922,10921,10920,10919,10925,10926,10927,10928,10929,14,7,25,39,20,13,13,13,16,13
TXFH8,台指期08,33104,10924,-15,1,10948,10967,10918,22594,10923,10925,11042.51,12032,9846,20180730,10923,10922,10921,10920,10919,10925,10926,10927,10928,10929,14,7,25,39,20,13,13,13,16,13
TXFH8,台指期08,33114,10923,-16,1,10948,10967,10918,22595,10923,10925,11042.51,12032,9846,20180730,10923,10922,10921,10920,10919,10925,10926,10927,10928,10929,14,7,29,33,20,14,12,8,21,13
TXFH8,台指期08,33124,10925,-14,3,10948,10967,10918,22598,10925,10926,11042.51,12032,9846,20180730,10925,10924,10923,10922,10921,10926,10927,10928,10929,10930,2,13,14,12,24,9,8,16,18,12
TXFH8,台指期08,33144,10926,-13,1,10948,10967,10918,22599,10925,10927,11042.51,12032,9846,20180730,10925,10924,10923,10922,10921,10927,10928,10929,10930,10931,11,14,13,12,24,8,16,18,12,13
TXFH8,台指期08,33149,10930,-9,12,10948,10967,10918,22636,10930,10931,11042.51,12032,9846,20180730,10930,10928,10927,10926,10925,10931,10932,10933,10934,10935,63,2,3,8,14,13,8,3,8,6
TXFH8,台指期08,33149,10930,-9,2,10948,10967,10918,22664,10930,10931,11042.51,12032,9846,20180730,10930,10929,10928,10927,10926,10931,10932,10933,10934,10935,43,4,2,11,8,2,8,3,13,6
TXFH8,台指期08,33151,10931,-8,2,10948,10967,10918,22666,10930,10931,11042.51,12032,9846,20180730,10930,10929,10928,10927,10926,10931,10932,10933,10934,10935,43,5,4,11,8,1,8,3,13,6
TXFH8,台指期08,33153,10930,-9,6,10948,10967,10918,22672,10930,10931,11042.51,12032,9846,20180730,10930,10929,10928,10927,10926,10931,10932,10933,10934,10935,37,5,4,11,8,3,8,3,13,6
TXFH8,台指期08,33202,10930,-9,2,10948,10967,10918,22674,10930,10931,11042.51,12032,9846,20180730,10930,10929,10928,10927,10926,10931,10932,10933,10934,10935,35,5,4,11,8,2,9,3,14,6
TXFH8,台指期08,33206,10930,-9,10,10948,10967,10918,22684,10930,10931,11042.51,12032,9846,20180730,10930,10929,10928,10927,10926,10931,10932,10933,10934,10935,25,5,4,11,8,3,9,3,14,6
TXFH8,台指期08,33207,10930,-9,7,10948,10967,10918,22703,10929,10930,11042.51,12032,9846,20180730,10929,10928,10927,10926,10925,10930,10931,10932,10933,10934,1,4,6,13,13,7,12,9,8,9
TXFH8,台指期08,33244,10929,-10,3,10948,10967,10918,22706,10928,10930,11042.51,12032,9846,20180730,10928,10927,10926,10925,10924,10930,10931,10932,10933,10934,14,5,8,18,19,6,12,15,3,9
TXFH8,台指期08,33251,10930,-9,1,10948,10967,10918,22707,10929,10930,11042.51,12032,9846,20180730,10929,10928,10927,10926,10925,10930,10931,10932,10933,10934,8,14,5,13,13,2,12,11,8,9
TXFH8,台指期08,33253,10930,-9,1,10948,10967,10918,22709,10929,10931,11042.51,12032,9846,20180730,10929,10928,10927,10926,10925,10931,10932,10933,10934,10935,8,14,5,13,13,12,11,8,9,6
TXFH8,台指期08,33306,10931,-8,1,10948,10967,10918,22711,10930,10932,11042.51,12032,9846,20180730,10930,10929,10928,10927,10926,10932,10933,10934,10935,10936,12,13,14,10,8,11,3,14,6,1
TXFH8,台指期08,33309,10932,-7,4,10948,10967,10918,22715,10931,10933,11042.51,12032,9846,20180730,10931,10930,10929,10928,10927,10933,10934,10935,10936,10937,9,16,12,19,5,3,9,11,1,2
TXFH8,台指期08,33316,10932,-7,10,10948,10967,10918,22725,10931,10932,11042.51,12032,9846,20180730,10931,10930,10929,10928,10927,10932,10933,10934,10935,10936,10,12,12,18,5,10,11,9,11,1
TXFH8,台指期08,33317,10933,-6,1,10948,10967,10918,22726,10932,10934,11042.51,12032,9846,20180730,10932,10931,10930,10929,10928,10934,10935,10936,10937,10938,4,10,12,17,13,9,6,6,2,6
TXFH8,台指期08,33317,10934,-5,5,10948,10967,10918,22731,10933,10935,11042.51,12032,9846,20180730,10933,10932,10931,10930,10929,10935,10936,10937,10938,10939,18,5,10,14,12,6,1,7,6,8
TXFH8,台指期08,33318,10935,-4,2,10948,10967,10918,22733,10934,10936,11042.51,12032,9846,20180730,10934,10933,10932,10931,10930,10936,10937,10938,10939,10940,26,19,5,15,10,1,2,11,8,8
TXFH8,台指期08,33320,10935,-4,2,10948,10967,10918,22735,10934,10936,11042.51,12032,9846,20180730,10934,10933,10932,10931,10930,10936,10937,10938,10939,10940,7,9,10,8,10,7,15,6,13,8
TXFH8,台指期08,33321,10936,-3,10,10948,10967,10918,22745,10934,10936,11042.51,12032,9846,20180730,10934,10933,10932,10931,10930,10936,10937,10938,10939,10940,7,9,5,13,10,3,15,11,8,8
TXFH8,台指期08,33325,10935,-4,6,10948,10967,10918,22751,10935,10936,11042.51,12032,9846,20180730,10935,10933,10932,10931,10930,10936,10937,10938,10939,10940,4,9,5,8,15,6,18,6,8,8
TXFH8,台指期08,33329,10937,-2,1,10948,10967,10918,22755,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,10,9,9,10,8,12,6,13,8,4
TXFH8,台指期08,33329,10936,-3,1,10948,10967,10918,22757,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,10,9,7,10,8,1,15,6,13,8
TXFH8,台指期08,33334,10935,-4,5,10948,10967,10918,22762,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,1,10,7,10,8,11,15,6,13,9
TXFH8,台指期08,33335,10935,-4,1,10948,10967,10918,22763,10934,10936,11042.51,12032,9846,20180730,10934,10933,10932,10931,10930,10936,10937,10938,10939,10940,6,7,10,8,8,13,15,6,13,9
TXFH8,台指期08,33344,10935,-4,2,10948,10967,10918,22765,10934,10935,11042.51,12032,9846,20180730,10934,10933,10932,10931,10930,10935,10936,10937,10938,10939,7,7,5,13,8,4,12,19,11,8
TXFH8,台指期08,33400,10935,-4,5,10948,10967,10918,22770,10934,10935,11042.51,12032,9846,20180730,10934,10933,10932,10931,10930,10935,10936,10937,10938,10939,8,7,5,13,13,6,12,19,13,8
TXFH8,台指期08,33403,10935,-4,1,10948,10967,10918,22771,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,8,12,7,10,8,3,19,8,13,8
TXFH8,台指期08,33411,10936,-3,2,10948,10967,10918,22773,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,10,13,7,10,8,15,7,13,8,4
TXFH8,台指期08,33413,10936,-3,1,10948,10967,10918,22774,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,14,13,7,10,8,13,7,13,8,4
TXFH8,台指期08,33415,10937,-2,6,10948,10967,10918,22780,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,6,14,14,12,5,7,8,14,4,18
TXFH8,台指期08,33416,10938,-1,8,10948,10967,10918,22788,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,2,12,14,19,7,8,8,9,9,18
TXFH8,台指期08,33416,10938,-1,5,10948,10967,10918,22840,10940,10941,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10941,10942,10943,10944,10945,2,2,8,7,12,7,2,3,8,3
TXFH8,台指期08,33417,10941,2,1,10948,10967,10918,22846,10940,10942,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10942,10943,10944,10945,10946,9,2,13,7,12,1,14,8,8,5
TXFH8,台指期08,33423,10941,2,2,10948,10967,10918,22848,10940,10942,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10942,10943,10944,10945,10946,9,3,8,12,12,8,14,13,3,5
TXFH8,台指期08,33423,10942,3,5,10948,10967,10918,22853,10941,10942,11042.51,12032,9846,20180730,10941,10940,10939,10938,10937,10942,10943,10944,10945,10946,3,9,3,13,7,3,14,8,8,5
TXFH8,台指期08,33425,10941,2,1,10948,10967,10918,22854,10941,10942,11042.51,12032,9846,20180730,10941,10940,10939,10938,10937,10942,10943,10944,10945,10946,2,9,3,13,5,6,14,8,8,5
TXFH8,台指期08,33433,10939,0,1,10948,10967,10918,22855,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,7,8,5,17,13,1,15,19,19,8
TXFH8,台指期08,33442,10939,0,1,10948,10967,10918,22856,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,1,5,13,18,14,7,12,15,22,14
TXFH8,台指期08,33446,10938,-1,2,10948,10967,10918,22858,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,6,5,13,18,14,1,11,15,22,14
TXFH8,台指期08,33446,10939,0,1,10948,10967,10918,22859,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,9,11,13,18,14,11,15,20,14,9
TXFH8,台指期08,33457,10939,0,11,10948,10967,10918,22870,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,9,11,13,18,14,1,11,17,22,14
TXFH8,台指期08,33458,10939,0,1,10948,10967,10918,22871,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,2,9,11,13,18,12,17,22,14,10
TXFH8,台指期08,33500,10939,0,1,10948,10967,10918,22872,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,9,10,11,18,13,5,17,17,19,10
TXFH8,台指期08,33500,10941,2,1,10948,10967,10918,22878,10940,10941,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10941,10942,10943,10944,10945,2,14,8,11,18,10,17,19,10,5
TXFH8,台指期08,33503,10940,1,1,10948,10967,10918,22879,10940,10941,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10941,10942,10943,10944,10945,1,14,8,17,13,4,17,14,15,5
TXFH8,台指期08,33505,10940,1,3,10948,10967,10918,22882,10940,10941,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10941,10942,10943,10944,10945,2,14,8,17,13,4,17,14,15,5
TXFH8,台指期08,33507,10941,2,1,10948,10967,10918,22884,10939,10941,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10941,10942,10943,10944,10945,3,8,12,18,13,11,17,19,10,5
TXFH8,台指期08,33509,10940,1,1,10948,10967,10918,22885,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,1,8,12,18,13,6,15,17,19,10
TXFH8,台指期08,33514,10939,0,2,10948,10967,10918,22887,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,8,12,18,13,14,10,15,18,19,10
TXFH8,台指期08,33525,10940,1,1,10948,10967,10918,22888,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,6,11,15,18,13,11,15,17,19,11
TXFH8,台指期08,33532,10940,1,1,10948,10967,10918,22889,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,13,12,15,18,13,4,9,17,19,10
TXFH8,台指期08,33532,10940,1,4,10948,10967,10918,22893,10940,10941,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10941,10942,10943,10944,10945,5,18,11,18,13,2,13,14,15,5
TXFH8,台指期08,33532,10940,1,1,10948,10967,10918,22894,10940,10941,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10941,10942,10943,10944,10945,3,16,9,18,13,2,13,14,15,5
TXFH8,台指期08,33606,10940,1,1,10948,10967,10918,22895,10939,10941,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10941,10942,10943,10944,10945,4,9,13,18,14,9,14,19,11,5
TXFH8,台指期08,33606,10940,1,1,10948,10967,10918,22896,10940,10941,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10941,10942,10943,10944,10945,1,11,9,18,13,10,14,14,16,5
TXFH8,台指期08,33610,10939,0,1,10948,10967,10918,22897,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,4,9,13,18,14,2,10,14,19,11
TXFH8,台指期08,33630,10939,0,3,10948,10967,10918,22900,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,9,13,29,14,13,11,10,14,19,11
TXFH8,台指期08,33712,10938,-1,1,10948,10967,10918,22901,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,1,14,23,19,13,12,11,9,20,14
TXFH8,台指期08,33716,10939,0,1,10948,10967,10918,22902,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,1,14,23,19,13,12,12,9,20,14
TXFH8,台指期08,33718,10938,-1,1,10948,10967,10918,22903,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,14,23,19,13,7,12,12,9,20,14
TXFH8,台指期08,33741,10938,-1,1,10948,10967,10918,22904,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,19,13,18,7,5,6,11,12,23,15
TXFH8,台指期08,33746,10936,-3,1,10948,10967,10918,22906,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,18,13,18,7,5,7,11,12,23,15
TXFH8,台指期08,33756,10937,-2,1,10948,10967,10918,22907,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,2,19,12,18,7,7,9,12,23,15
TXFH8,台指期08,33757,10941,2,22,10948,10967,10918,22957,10939,10941,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10941,10942,10943,10944,10945,2,4,12,19,12,7,14,15,11,7
TXFH8,台指期08,33804,10940,1,4,10948,10967,10918,22961,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,1,12,19,17,13,7,11,19,15,11
TXFH8,台指期08,33826,10940,1,1,10948,10967,10918,22962,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,3,9,12,19,17,2,33,18,16,11
TXFH8,台指期08,33857,10939,0,1,10948,10967,10918,22963,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,10,13,19,17,13,13,12,18,16,11
TXFH8,台指期08,33858,10938,-1,1,10948,10967,10918,22964,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,14,13,24,12,13,14,12,13,21,11
TXFH8,台指期08,33902,10939,0,1,10948,10967,10918,22965,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,6,14,14,24,12,8,8,13,21,11
TXFH8,台指期08,33923,10940,1,4,10948,10967,10918,22970,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,9,14,18,18,13,8,9,19,16,11
TXFH8,台指期08,34047,10939,0,1,10948,10967,10918,22971,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,12,14,18,18,13,14,13,19,16,11
TXFH8,台指期08,34050,10939,0,4,10948,10967,10918,22975,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,1,12,14,23,13,14,13,14,21,11
TXFH8,台指期08,34050,10939,0,1,10948,10967,10918,22976,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,12,14,18,18,13,14,13,19,16,11
TXFH8,台指期08,34149,10939,0,2,10948,10967,10918,22978,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,4,13,18,18,13,15,12,19,16,10
TXFH8,台指期08,34207,10938,-1,1,10948,10967,10918,22979,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,2,13,18,28,13,9,20,11,19,16
TXFH8,台指期08,34207,10938,-1,1,10948,10967,10918,22980,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,1,13,18,28,13,9,20,11,19,16
TXFH8,台指期08,34208,10938,-1,1,10948,10967,10918,22981,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,1,13,18,28,13,9,20,11,19,16
TXFH8,台指期08,34225,10939,0,1,10948,10967,10918,22984,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,8,13,18,28,13,21,11,19,16,10
TXFH8,台指期08,34239,10938,-1,5,10948,10967,10918,22989,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,4,12,18,28,13,6,21,11,19,16
TXFH8,台指期08,34245,10939,0,1,10948,10967,10918,22990,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,12,18,28,13,8,6,21,11,19,16
TXFH8,台指期08,34301,10939,0,1,10948,10967,10918,22991,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,9,19,28,13,8,8,21,11,21,16
TXFH8,台指期08,34304,10939,0,1,10948,10967,10918,22992,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,7,9,19,28,13,8,23,11,21,16
TXFH8,台指期08,34317,10939,0,1,10948,10967,10918,22994,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,10,13,19,28,13,1,23,11,21,16
TXFH8,台指期08,34317,10940,1,2,10948,10967,10918,22997,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,15,13,19,28,13,21,11,21,16,10
TXFH8,台指期08,34325,10938,-1,2,10948,10967,10918,22999,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,11,13,18,28,13,2,21,11,21,16
TXFH8,台指期08,34329,10938,-1,1,10948,10967,10918,23000,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,8,13,18,28,13,3,21,11,21,16
TXFH8,台指期08,34340,10938,-1,1,10948,10967,10918,23001,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,4,9,18,28,13,10,21,11,21,16
TXFH8,台指期08,34342,10938,-1,4,10948,10967,10918,23005,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,8,19,28,13,8,11,21,11,21,16
TXFH8,台指期08,34402,10937,-2,1,10948,10967,10918,23006,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,2,19,23,18,12,13,15,24,16,16
TXFH8,台指期08,34435,10937,-2,2,10948,10967,10918,23008,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,19,24,18,12,13,3,11,15,24,17
TXFH8,台指期08,34435,10937,-2,3,10948,10967,10918,23011,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,19,24,18,12,13,11,15,24,17,17
TXFH8,台指期08,34456,10937,-2,1,10948,10967,10918,23012,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,2,19,24,18,12,8,15,17,17,17
TXFH8,台指期08,34501,10937,-2,1,10948,10967,10918,23013,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,13,24,18,12,13,3,13,15,17,17
TXFH8,台指期08,34501,10936,-3,8,10948,10967,10918,23021,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,12,20,13,17,13,9,14,15,22,12
TXFH8,台指期08,34501,10936,-3,1,10948,10967,10918,23022,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,2,20,13,17,13,9,14,15,22,12
TXFH8,台指期08,34507,10936,-3,10,10948,10967,10918,23032,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,6,20,13,12,13,9,15,17,12,17
TXFH8,台指期08,34507,10937,-2,1,10948,10967,10918,23033,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,7,20,13,17,13,9,15,22,12,17
TXFH8,台指期08,34508,10936,-3,2,10948,10967,10918,23035,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,7,20,13,17,13,9,15,22,12,17
TXFH8,台指期08,34521,10936,-3,2,10948,10967,10918,23037,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,3,20,13,17,13,3,9,16,22,12
TXFH8,台指期08,34531,10937,-2,1,10948,10967,10918,23038,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,8,20,13,17,13,9,15,22,12,17
TXFH8,台指期08,34539,10937,-2,1,10948,10967,10918,23039,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,7,12,20,18,12,2,11,17,17,17
TXFH8,台指期08,34539,10937,-2,1,10948,10967,10918,23040,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,5,12,20,18,12,5,11,17,17,17
TXFH8,台指期08,34552,10937,-2,1,10948,10967,10918,23041,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,8,20,18,12,13,3,14,11,17,17
TXFH8,台指期08,34632,10937,-2,2,10948,10967,10918,23043,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,13,10,20,18,12,9,14,17,17,17
TXFH8,台指期08,34633,10937,-2,1,10948,10967,10918,23048,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,1,10,20,18,12,9,14,17,17,17
TXFH8,台指期08,34652,10937,-2,1,10948,10967,10918,23049,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,8,20,18,12,14,17,14,17,17,17
TXFH8,台指期08,34709,10937,-2,2,10948,10967,10918,23051,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,2,20,13,17,14,1,20,14,22,12
TXFH8,台指期08,34743,10936,-3,2,10948,10967,10918,23053,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,20,13,16,14,4,10,20,14,22,12
TXFH8,台指期08,34749,10936,-3,1,10948,10967,10918,23054,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,22,13,11,19,4,10,19,19,17,12
TXFH8,台指期08,34819,10936,-3,1,10948,10967,10918,23055,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,22,13,16,14,4,15,18,34,22,12
TXFH8,台指期08,34830,10936,-3,1,10948,10967,10918,23056,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,24,13,16,14,4,15,18,34,22,12
TXFH8,台指期08,34859,10936,-3,2,10948,10967,10918,23058,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,20,13,11,19,4,1,16,18,39,17
TXFH8,台指期08,34900,10936,-3,1,10948,10967,10918,23059,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,22,13,11,19,4,16,18,39,17,12
TXFH8,台指期08,34902,10936,-3,1,10948,10967,10918,23060,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,3,22,13,16,14,15,18,34,22,12
TXFH8,台指期08,34924,10936,-3,1,10948,10967,10918,23061,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,16,13,11,19,4,6,15,18,39,16
TXFH8,台指期08,34935,10936,-3,1,10948,10967,10918,23062,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,12,13,11,19,4,14,16,17,39,16
TXFH8,台指期08,34936,10936,-3,1,10948,10967,10918,23063,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,13,13,11,19,4,14,16,17,39,16
TXFH8,台指期08,34942,10936,-3,1,10948,10967,10918,23064,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,17,13,11,19,4,14,17,17,39,16
TXFH8,台指期08,34943,10936,-3,1,10948,10967,10918,23065,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,19,13,11,19,4,13,17,17,39,16
TXFH8,台指期08,34953,10936,-3,1,10948,10967,10918,23066,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,16,9,11,19,4,13,17,17,39,16
TXFH8,台指期08,35000,10935,-4,1,10948,10967,10918,23068,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,19,9,11,19,4,15,17,17,39,17
TXFH8,台指期08,35002,10935,-4,6,10948,10967,10918,23074,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,14,9,11,19,4,15,17,17,39,17
TXFH8,台指期08,35008,10936,-3,2,10948,10967,10918,23076,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,9,9,7,19,8,14,17,17,39,17
